x,y,z
522018,8418092,310.703
522028,8418092,314.93
522038,8418092,318.867
522048,8418092,322.578
522058,8418092,326.148
522068,8418092,329.547
522078,8418092,332.813
522088,8418092,335.945
522098,8418092,339.094
522108,8418092,342.688
522118,8418092,347.039
522128,8418092,351.711
522138,8418092,356.164
522148,8418092,360.102
522158,8418092,363.539
522168,8418092,366.445
522178,8418092,368.836
522188,8418092,370.695
522198,8418092,372.359
522208,8418092,373.875
522218,8418092,375.281
522228,8418092,376.523
522238,8418092,377.563
522248,8418092,378.469
522258,8418092,379.289
522268,8418092,379.984
522278,8418092,380.563
522288,8418092,381.055
522298,8418091,381.453
522308,8418091,381.758
522318,8418091,381.945
522328,8418091,382.031
522338,8418091,382.023
522348,8418091,381.898
522358,8418091,381.633
522368,8418091,381.266
522378,8418091,380.75
522388,8418091,380.07
522398,8418091,379.352
522408,8418091,378.836
522418,8418091,378.664
522428,8418091,378.742
522438,8418091,378.969
522448,8418091,379.313
522018,8418082,310.836
522028,8418081,315.035
522038,8418081,319.202
522048,8418081,323.141
522058,8418081,326.781
522068,8418081,330.258
522078,8418081,333.558
522088,8418081,336.803
522098,8418081,340.023
522108,8418081,343.546
522118,8418081,347.859
522128,8418081,352.371
522138,8418081,356.682
522148,8418081,360.609
522158,8418081,364.042
522168,8418081,366.992
522178,8418081,369.414
522188,8418081,371.253
522198,8418081,372.922
522208,8418081,374.399
522218,8418081,375.766
522228,8418081,376.943
522238,8418081,377.898
522248,8418081,378.742
522258,8418081,379.521
522268,8418081,380.18
522278,8418081,380.744
522288,8418081,381.219
522298,8418081,381.616
522308,8418081,381.922
522318,8418081,382.117
522328,8418081,382.22
522338,8418081,382.234
522348,8418081,382.146
522358,8418081,381.924
522368,8418081,381.648
522378,8418081,381.263
522388,8418081,380.703
522398,8418081,380.149
522408,8418081,379.74
522418,8418081,379.672
522428,8418081,379.794
522438,8418081,380.023
522448,8418081,380.295
522018,8418071,311.188
522028,8418071,315.422
522038,8418071,319.672
522048,8418071,323.719
522058,8418071,327.5
522068,8418071,331.055
522078,8418071,334.438
522088,8418071,337.766
522098,8418071,341.125
522108,8418071,344.758
522118,8418071,348.875
522128,8418071,353.18
522138,8418071,357.344
522148,8418071,361.203
522158,8418071,364.617
522168,8418071,367.547
522178,8418071,369.953
522188,8418071,371.867
522198,8418071,373.516
522208,8418071,374.969
522218,8418071,376.258
522228,8418071,377.352
522238,8418071,378.25
522248,8418071,379.047
522258,8418071,379.766
522268,8418071,380.391
522278,8418071,380.93
522288,8418071,381.398
522298,8418071,381.789
522308,8418071,382.094
522318,8418071,382.297
522328,8418071,382.422
522338,8418071,382.461
522348,8418071,382.406
522358,8418071,382.25
522368,8418071,382.039
522378,8418071,381.742
522388,8418071,381.328
522398,8418071,380.93
522408,8418071,380.664
522418,8418071,380.625
522428,8418071,380.742
522438,8418071,380.945
522448,8418071,381.188
522018,8418061,312.055
522028,8418061,316.138
522038,8418061,320.467
522048,8418061,324.539
522058,8418061,328.411
522068,8418061,332.078
522078,8418061,335.593
522088,8418061,339.063
522098,8418061,342.5
522108,8418061,346.096
522118,8418061,350.156
522128,8418061,354.291
522138,8418061,358.281
522148,8418061,362.008
522158,8418061,365.327
522168,8418061,368.211
522178,8418061,370.622
522188,8418061,372.508
522198,8418061,374.141
522208,8418061,375.537
522218,8418061,376.758
522228,8418061,377.775
522238,8418061,378.609
522248,8418061,379.345
522258,8418061,380.032
522268,8418061,380.633
522278,8418061,381.145
522288,8418061,381.594
522298,8418061,381.977
522308,8418061,382.288
522318,8418061,382.5
522328,8418061,382.644
522338,8418061,382.703
522348,8418061,382.689
522358,8418061,382.589
522368,8418061,382.453
522378,8418061,382.247
522388,8418061,381.961
522398,8418061,381.67
522408,8418061,381.475
522418,8418061,381.492
522428,8418061,381.609
522438,8418061,381.75
522448,8418061,381.93
522018,8418051,313.586
522028,8418051,317.494
522038,8418051,321.655
522048,8418051,325.711
522058,8418051,329.614
522068,8418051,333.422
522078,8418051,337.113
522088,8418051,340.708
522098,8418051,344.25
522108,8418051,347.889
522118,8418051,351.813
522128,8418051,355.796
522138,8418051,359.6
522148,8418051,363.07
522158,8418051,366.222
522168,8418051,368.969
522178,8418051,371.331
522188,8418051,373.242
522198,8418051,374.836
522208,8418051,376.176
522218,8418051,377.273
522228,8418051,378.206
522238,8418051,378.969
522248,8418051,379.666
522258,8418051,380.31
522268,8418051,380.875
522278,8418051,381.373
522288,8418051,381.813
522298,8418051,382.185
522308,8418051,382.498
522318,8418051,382.711
522328,8418051,382.884
522338,8418050,382.969
522348,8418050,383.002
522358,8418050,382.952
522368,8418050,382.859
522378,8418050,382.741
522388,8418050,382.563
522398,8418050,382.38
522408,8418050,382.257
522418,8418050,382.258
522428,8418050,382.338
522438,8418050,382.43
522448,8418050,382.546
522018,8418041,315.664
522028,8418041,319.375
522038,8418041,323.352
522048,8418041,327.367
522058,8418041,331.32
522068,8418040,335.211
522078,8418040,339.008
522088,8418040,342.703
522098,8418040,346.352
522108,8418040,350.023
522118,8418040,353.781
522128,8418040,357.523
522138,8418040,361.078
522148,8418040,364.32
522158,8418040,367.242
522168,8418040,369.852
522178,8418040,372.102
522188,8418040,373.992
522198,8418040,375.547
522208,8418040,376.789
522218,8418040,377.781
522228,8418040,378.609
522238,8418040,379.328
522248,8418040,379.984
522258,8418040,380.586
522268,8418040,381.117
522278,8418040,381.594
522288,8418040,382.023
522298,8418040,382.391
522308,8418040,382.688
522318,8418040,382.922
522328,8418040,383.109
522338,8418040,383.234
522348,8418040,383.289
522358,8418040,383.289
522368,8418040,383.242
522378,8418040,383.18
522388,8418040,383.094
522398,8418040,382.992
522408,8418040,382.922
522418,8418040,382.906
522428,8418040,382.953
522438,8418040,383.016
522448,8418040,383.086
522018,8418030,318.258
522028,8418030,321.785
522038,8418030,325.675
522048,8418030,329.609
522058,8418030,333.546
522068,8418030,337.5
522078,8418030,341.382
522088,8418030,345.11
522098,8418030,348.789
522108,8418030,352.387
522118,8418030,356.016
522128,8418030,359.486
522138,8418030,362.805
522148,8418030,365.773
522158,8418030,368.431
522168,8418030,370.852
522178,8418030,372.956
522188,8418030,374.77
522198,8418030,376.25
522208,8418030,377.389
522218,8418030,378.273
522228,8418030,379.014
522238,8418030,379.68
522248,8418030,380.278
522258,8418030,380.841
522268,8418030,381.352
522278,8418030,381.801
522288,8418030,382.211
522298,8418030,382.571
522308,8418030,382.884
522318,8418030,383.133
522328,8418030,383.325
522338,8418030,383.484
522348,8418030,383.56
522358,8418030,383.585
522368,8418030,383.586
522378,8418030,383.56
522388,8418030,383.531
522398,8418030,383.48
522408,8418030,383.45
522418,8418030,383.445
522428,8418030,383.468
522438,8418030,383.5
522448,8418030,383.515
522018,8418020,321.406
522028,8418020,324.836
522038,8418020,328.578
522048,8418020,332.461
522058,8418020,336.383
522068,8418020,340.32
522078,8418020,344.188
522088,8418020,347.945
522098,8418020,351.602
522108,8418020,355.141
522118,8418020,358.523
522128,8418020,361.734
522138,8418020,364.719
522148,8418020,367.391
522158,8418020,369.797
522168,8418020,371.961
522178,8418020,373.898
522188,8418020,375.563
522198,8418020,376.906
522208,8418020,377.945
522218,8418020,378.742
522228,8418020,379.406
522238,8418020,380.008
522248,8418020,380.578
522258,8418020,381.102
522268,8418020,381.57
522278,8418020,382
522288,8418020,382.391
522298,8418020,382.742
522308,8418020,383.055
522318,8418020,383.32
522328,8418020,383.539
522338,8418020,383.703
522348,8418020,383.805
522358,8418020,383.859
522368,8418020,383.891
522378,8418020,383.898
522388,8418020,383.875
522398,8418020,383.852
522408,8418020,383.836
522418,8418020,383.836
522428,8418020,383.844
522438,8418020,383.852
522448,8418020,383.852
522018,8418010,325.023
522028,8418010,328.352
522038,8418010,332.05
522048,8418010,335.836
522058,8418010,339.683
522068,8418010,343.586
522078,8418010,347.396
522088,8418010,351.052
522098,8418010,354.617
522108,8418010,358.018
522118,8418010,361.063
522128,8418010,363.961
522138,8418010,366.656
522148,8418010,368.977
522158,8418010,371.116
522168,8418010,373.031
522178,8418010,374.782
522188,8418010,376.311
522198,8418010,377.508
522208,8418010,378.456
522218,8418010,379.148
522228,8418010,379.732
522238,8418010,380.289
522248,8418010,380.814
522258,8418010,381.313
522268,8418010,381.766
522278,8418010,382.175
522288,8418010,382.555
522298,8418010,382.9
522308,8418010,383.216
522318,8418010,383.477
522328,8418010,383.692
522338,8418010,383.867
522348,8418010,383.983
522358,8418010,384.054
522368,8418010,384.102
522378,8418009,384.114
522388,8418009,384.117
522398,8418009,384.103
522408,8418009,384.096
522418,8418009,384.102
522428,8418009,384.094
522438,8418009,384.086
522448,8418009,384.074
522018,8418000,329.063
522028,8418000,332.314
522038,8418000,335.924
522048,8418000,339.641
522058,8418000,343.394
522068,8418000,347.234
522078,8418000,350.906
522088,8418000,354.326
522098,8418000,357.656
522108,8417999,360.697
522118,8417999,363.445
522128,8417999,365.903
522138,8417999,368.262
522148,8417999,370.359
522158,8417999,372.219
522168,8417999,373.953
522178,8417999,375.504
522188,8417999,376.883
522198,8417999,377.984
522208,8417999,378.825
522218,8417999,379.469
522228,8417999,379.993
522238,8417999,380.523
522248,8417999,381.01
522258,8417999,381.483
522268,8417999,381.906
522278,8417999,382.305
522288,8417999,382.68
522298,8417999,383.013
522308,8417999,383.321
522318,8417999,383.586
522328,8417999,383.792
522338,8417999,383.969
522348,8417999,384.087
522358,8417999,384.167
522368,8417999,384.227
522378,8417999,384.252
522388,8417999,384.273
522398,8417999,384.257
522408,8417999,384.25
522418,8417999,384.258
522428,8417999,384.225
522438,8417999,384.219
522448,8417999,384.172
522018,8417989,333.367
522028,8417989,336.602
522038,8417989,340.102
522048,8417989,343.719
522058,8417989,347.406
522068,8417989,351.109
522078,8417989,354.633
522088,8417989,357.781
522098,8417989,360.664
522108,8417989,363.305
522118,8417989,365.633
522128,8417989,367.758
522138,8417989,369.734
522148,8417989,371.563
522158,8417989,373.234
522168,8417989,374.758
522178,8417989,376.156
522188,8417989,377.367
522198,8417989,378.344
522208,8417989,379.117
522218,8417989,379.719
522228,8417989,380.242
522238,8417989,380.727
522248,8417989,381.188
522258,8417989,381.617
522268,8417989,382.023
522278,8417989,382.406
522288,8417989,382.766
522298,8417989,383.102
522308,8417989,383.406
522318,8417989,383.672
522328,8417989,383.867
522338,8417989,384.031
522348,8417989,384.148
522358,8417989,384.234
522368,8417989,384.297
522378,8417989,384.344
522388,8417989,384.359
522398,8417989,384.352
522408,8417989,384.344
522418,8417989,384.32
522428,8417989,384.297
522438,8417989,384.258
522448,8417989,384.203
522018,8417979,337.711
522028,8417979,340.907
522038,8417979,344.344
522048,8417979,347.828
522058,8417979,351.39
522068,8417979,354.898
522078,8417979,358.247
522088,8417979,360.96
522098,8417979,363.375
522108,8417979,365.652
522118,8417979,367.523
522128,8417979,369.294
522138,8417979,370.974
522148,8417979,372.555
522158,8417979,374.054
522168,8417979,375.406
522178,8417979,376.651
522188,8417979,377.735
522198,8417979,378.602
522208,8417979,379.332
522218,8417979,379.898
522228,8417979,380.381
522238,8417979,380.852
522248,8417979,381.298
522258,8417979,381.729
522268,8417979,382.109
522278,8417979,382.488
522288,8417979,382.813
522298,8417979,383.146
522308,8417979,383.434
522318,8417979,383.68
522328,8417979,383.865
522338,8417979,384.031
522348,8417979,384.139
522358,8417979,384.22
522368,8417979,384.281
522378,8417979,384.325
522388,8417979,384.344
522398,8417979,384.327
522408,8417979,384.312
522418,8417979,384.266
522428,8417979,384.225
522438,8417979,384.164
522448,8417979,384.1
522018,8417969,341.914
522028,8417969,345.047
522038,8417969,348.375
522048,8417969,351.727
522058,8417969,355.031
522068,8417969,358.242
522078,8417969,361.125
522088,8417969,363.5
522098,8417969,365.547
522108,8417969,367.367
522118,8417969,368.969
522128,8417969,370.453
522138,8417969,371.891
522148,8417969,373.281
522158,8417969,374.602
522168,8417969,375.836
522178,8417969,376.945
522188,8417969,377.914
522198,8417969,378.727
522208,8417969,379.414
522218,8417969,379.984
522228,8417969,380.469
522238,8417969,380.922
522248,8417969,381.352
522258,8417969,381.766
522268,8417969,382.141
522278,8417969,382.484
522288,8417969,382.797
522298,8417969,383.102
522308,8417969,383.367
522318,8417969,383.586
522328,8417969,383.781
522338,8417969,383.938
522348,8417969,384.031
522358,8417969,384.109
522368,8417969,384.164
522378,8417969,384.195
522388,8417969,384.203
522398,8417969,384.18
522408,8417969,384.148
522418,8417968,384.102
522428,8417968,384.031
522438,8417968,383.945
522448,8417968,383.867
522018,8417959,345.914
522028,8417959,348.946
522038,8417959,352.207
522048,8417959,355.359
522058,8417959,358.303
522068,8417959,361.188
522078,8417959,363.649
522088,8417959,365.567
522098,8417959,367.273
522108,8417959,368.725
522118,8417959,370.102
522128,8417959,371.338
522138,8417959,372.585
522148,8417958,373.828
522158,8417958,374.995
522168,8417958,376.109
522178,8417958,377.093
522188,8417958,377.997
522198,8417958,378.773
522208,8417958,379.432
522218,8417958,380
522228,8417958,380.486
522238,8417958,380.938
522248,8417958,381.351
522258,8417958,381.749
522268,8417958,382.125
522278,8417958,382.455
522288,8417958,382.75
522298,8417958,383.031
522308,8417958,383.266
522318,8417958,383.453
522328,8417958,383.619
522338,8417958,383.766
522348,8417958,383.834
522358,8417958,383.897
522368,8417958,383.953
522378,8417958,383.972
522388,8417958,383.969
522398,8417958,383.929
522408,8417958,383.884
522418,8417958,383.836
522428,8417958,383.731
522438,8417958,383.641
522448,8417958,383.528
522458,8418112,376.719
522468,8418112,376.836
522478,8418112,376.656
522488,8418112,376.172
522498,8418112,375.273
522508,8418112,373.836
522518,8418112,371.992
522528,8418112,369.844
522538,8418112,367.281
522548,8418112,364.555
522558,8418112,361.914
522568,8418112,359.422
522578,8418112,357.094
522588,8418112,354.969
522598,8418112,353.039
522608,8418112,351.219
522618,8418112,349.172
522628,8418112,346.609
522638,8418112,343.688
522647,8418112,340.445
522657,8418112,336.922
522667,8418112,333.359
522677,8418112,330.078
522687,8418112,327.391
522697,8418112,325.352
522707,8418112,323.984
522717,8418112,323.305
522727,8418112,323.156
522737,8418112,322.672
522747,8418112,321.625
522757,8418112,319.984
522767,8418112,317.617
522777,8418112,314.438
522787,8418112,310.656
522797,8418112,306.43
522807,8418112,301.617
522817,8418112,296.727
522827,8418111,292.258
522837,8418111,288.406
522847,8418111,285.219
522857,8418111,282.68
522867,8418111,280.781
522877,8418111,279.555
522887,8418111,279.266
522897,8418111,280.141
522907,8418111,281.633
522917,8418111,282.836
522927,8418111,283.063
522937,8418111,282.398
522947,8418111,281.008
522957,8418111,278.664
522967,8418111,276.453
522977,8418111,275.688
522987,8418111,276.813
522997,8418111,279.836
523007,8418111,283.758
523017,8418111,288.281
523027,8418111,293.203
523037,8418111,297.836
523047,8418111,301.539
523057,8418111,304.531
523067,8418111,307.102
523077,8418111,309.102
523087,8418111,310.523
523097,8418111,311.398
523107,8418111,311.672
523117,8418111,311.328
523127,8418111,310.555
523137,8418111,309.398
523147,8418111,307.867
523157,8418111,305.875
523167,8418111,303.398
523177,8418111,300.563
523187,8418111,297.406
523197,8418111,293.945
523207,8418111,290.414
523217,8418111,287.203
523227,8418111,284.648
523237,8418111,282.617
522458,8418102,378.518
522468,8418102,378.695
522478,8418102,378.678
522488,8418102,378.344
522498,8418102,377.69
522508,8418102,376.367
522518,8418102,374.719
522528,8418102,372.779
522538,8418102,370.211
522548,8418102,367.502
522558,8418102,365.008
522568,8418101,362.686
522578,8418101,360.626
522588,8418101,358.695
522598,8418101,356.827
522608,8418101,355.078
522618,8418101,353.033
522628,8418101,350.276
522638,8418101,347.266
522647,8418101,343.965
522657,8418101,340.477
522667,8418101,337.023
522677,8418101,333.938
522687,8418101,331.664
522697,8418101,329.988
522707,8418101,328.891
522717,8418101,328.231
522727,8418101,328.251
522737,8418101,327.641
522747,8418101,326.409
522757,8418101,324.633
522767,8418101,322.11
522777,8418101,318.742
522787,8418101,314.798
522797,8418101,310.641
522807,8418101,305.898
522817,8418101,301.177
522827,8418101,296.992
522837,8418101,293.424
522847,8418101,290.527
522857,8418101,288.203
522867,8418101,286.568
522877,8418101,285.438
522887,8418101,285.123
522897,8418101,285.91
522907,8418101,287.242
522917,8418101,288.304
522927,8418101,288.344
522937,8418101,287.557
522947,8418101,286.408
522957,8418101,283.883
522967,8418101,281.456
522977,8418101,280.555
522987,8418101,281.211
522997,8418101,283.914
523007,8418101,287.281
523017,8418101,291.354
523027,8418101,296.047
523037,8418101,300.615
523047,8418101,304.078
523057,8418101,307.013
523067,8418101,309.67
523077,8418101,311.742
523087,8418101,313.296
523097,8418101,314.297
523107,8418101,314.707
523117,8418101,314.411
523127,8418101,313.656
523137,8418101,312.451
523147,8418101,310.797
523157,8418101,308.717
523167,8418101,306.048
523177,8418101,303.102
523187,8418101,299.904
523197,8418101,296.547
523207,8418101,293.13
523217,8418101,290.188
523227,8418101,288.469
523237,8418101,287.17
522458,8418091,379.719
522468,8418091,379.969
522478,8418091,380.008
522488,8418091,379.813
522498,8418091,379.266
522508,8418091,378.242
522518,8418091,376.828
522528,8418091,375.063
522538,8418091,372.813
522548,8418091,370.391
522558,8418091,368.133
522568,8418091,366.109
522578,8418091,364.313
522588,8418091,362.594
522598,8418091,360.875
522608,8418091,359.109
522618,8418091,357.008
522628,8418091,354.25
522637,8418091,351.102
522647,8418091,347.734
522657,8418091,344.266
522667,8418091,340.953
522677,8418091,338.148
522687,8418091,336.227
522697,8418091,334.977
522707,8418091,334.164
522717,8418091,333.734
522727,8418091,333.539
522737,8418091,332.844
522747,8418091,331.5
522757,8418091,329.5
522767,8418091,326.758
522777,8418091,323.234
522787,8418091,319.203
522797,8418091,314.906
522807,8418091,310.344
522817,8418091,305.852
522827,8418091,301.82
522837,8418091,298.375
522847,8418091,295.57
522857,8418091,293.406
522867,8418091,291.875
522877,8418091,290.969
522887,8418091,290.836
522897,8418091,291.586
522907,8418091,292.773
522917,8418091,293.68
522927,8418091,293.664
522937,8418091,292.836
522947,8418091,291.367
522957,8418091,288.914
522967,8418091,286.477
522977,8418091,285.266
522987,8418091,285.625
522997,8418091,287.633
523007,8418091,290.563
523017,8418091,294.219
523027,8418091,298.43
523037,8418091,302.586
523047,8418091,306.086
523057,8418091,309.094
523067,8418091,311.813
523077,8418091,314.094
523087,8418091,315.859
523097,8418091,317.023
523107,8418091,317.5
523117,8418091,317.242
523127,8418091,316.414
523137,8418091,315.055
523147,8418091,313.203
523157,8418091,310.922
523167,8418091,308.273
523177,8418091,305.406
523187,8418091,302.406
523197,8418091,299.367
523207,8418091,296.477
523217,8418091,294.109
523227,8418091,292.711
523237,8418091,291.891
522458,8418081,380.673
522468,8418081,380.891
522478,8418081,380.907
522488,8418081,380.82
522498,8418081,380.388
522508,8418081,379.602
522518,8418081,378.425
522528,8418081,377.057
522538,8418081,375.125
522548,8418081,373.006
522558,8418081,371.117
522568,8418081,369.411
522578,8418081,367.953
522588,8418081,366.422
522598,8418081,364.833
522608,8418081,363.164
522618,8418081,361.139
522627,8418081,358.285
522637,8418081,355.086
522647,8418081,351.734
522657,8418081,348.289
522667,8418081,345.104
522677,8418081,342.408
522687,8418081,340.969
522697,8418081,340.212
522707,8418081,339.633
522717,8418081,339.284
522727,8418081,339.141
522737,8418081,338.25
522747,8418081,336.732
522757,8418081,334.547
522767,8418081,331.653
522777,8418081,327.906
522787,8418081,323.729
522797,8418081,319.443
522807,8418081,314.945
522817,8418081,310.599
522827,8418081,306.727
522837,8418081,303.383
522847,8418081,300.615
522857,8418081,298.563
522867,8418081,297.138
522877,8418081,296.383
522887,8418081,296.308
522897,8418081,297.126
522907,8418081,298.375
522917,8418081,299.301
522927,8418081,299.063
522937,8418081,298.057
522947,8418081,296.639
522957,8418081,293.906
522967,8418081,291.206
522977,8418081,289.797
522987,8418081,289.725
522997,8418081,291.405
523007,8418081,293.813
523017,8418081,296.888
523027,8418081,300.68
523037,8418081,304.528
523047,8418081,307.898
523057,8418081,310.909
523067,8418081,313.786
523077,8418081,316.32
523087,8418081,318.322
523097,8418081,319.648
523107,8418081,320.208
523117,8418081,319.86
523127,8418081,318.922
523137,8418080,317.38
523147,8418080,315.305
523157,8418080,312.85
523167,8418080,310.274
523177,8418080,307.602
523187,8418080,304.927
523197,8418080,302.375
523207,8418080,300.109
523217,8418080,298.173
523227,8418080,297.188
523237,8418080,296.708
522458,8418071,381.453
522468,8418071,381.633
522478,8418071,381.68
522488,8418071,381.586
522498,8418071,381.281
522508,8418071,380.695
522518,8418071,379.828
522528,8418071,378.688
522538,8418071,377.141
522548,8418071,375.445
522558,8418071,373.875
522568,8418071,372.5
522578,8418071,371.266
522588,8418071,369.977
522598,8418071,368.586
522608,8418071,367.008
522618,8418071,364.984
522627,8418071,362.266
522637,8418071,359.148
522647,8418071,355.82
522657,8418071,352.477
522667,8418071,349.391
522677,8418071,347.016
522687,8418071,345.852
522697,8418071,345.406
522707,8418071,345.156
522717,8418071,344.938
522727,8418071,344.609
522737,8418071,343.672
522747,8418071,342.031
522757,8418071,339.695
522767,8418071,336.594
522777,8418071,332.758
522787,8418071,328.477
522797,8418071,324.078
522807,8418071,319.703
522817,8418071,315.547
522827,8418071,311.813
522837,8418071,308.586
522847,8418071,305.945
522857,8418071,303.969
522867,8418070,302.641
522877,8418070,301.992
522887,8418070,302.063
522897,8418070,302.891
522907,8418070,304.063
522917,8418070,304.828
522927,8418070,304.578
522937,8418070,303.469
522947,8418070,301.68
522957,8418070,298.945
522967,8418070,296.172
522977,8418070,294.43
522987,8418070,294.078
522997,8418070,295.188
523007,8418070,297.172
523017,8418070,299.836
523027,8418070,303.078
523037,8418070,306.523
523047,8418070,309.813
523057,8418070,312.914
523067,8418070,315.867
523077,8418070,318.555
523087,8418070,320.742
523097,8418070,322.18
523107,8418070,322.742
523117,8418070,322.367
523127,8418070,321.273
523137,8418070,319.547
523147,8418070,317.266
523157,8418070,314.742
523167,8418070,312.234
523177,8418070,309.773
523187,8418070,307.477
523197,8418070,305.438
523207,8418070,303.719
523217,8418070,302.391
523227,8418070,301.695
523237,8418070,301.32
522458,8418061,382.131
522468,8418061,382.242
522478,8418061,382.273
522488,8418061,382.211
522498,8418061,382.019
522508,8418061,381.547
522518,8418061,380.906
522528,8418061,380.087
522538,8418061,378.836
522548,8418061,377.479
522558,8418061,376.25
522568,8418061,375.163
522578,8418061,374.23
522588,8418061,373.133
522598,8418061,371.926
522608,8418060,370.57
522617,8418060,368.78
522627,8418060,366.16
522637,8418060,363.25
522647,8418060,360.06
522657,8418060,356.875
522667,8418060,353.871
522677,8418060,351.541
522687,8418060,350.836
522697,8418060,350.79
522707,8418060,350.719
522717,8418060,350.498
522727,8418060,350.187
522737,8418060,349.141
522747,8418060,347.373
522757,8418060,344.992
522767,8418060,341.804
522777,8418060,337.813
522787,8418060,333.363
522797,8418060,328.964
522807,8418060,324.695
522817,8418060,320.698
522827,8418060,317.164
522837,8418060,314.115
522847,8418060,311.614
522857,8418060,309.813
522867,8418060,308.549
522877,8418060,307.945
522887,8418060,307.958
522897,8418060,308.78
522907,8418060,310.016
522917,8418060,310.796
522927,8418060,310.328
522937,8418060,308.987
522947,8418060,307.237
522957,8418060,304.18
522967,8418060,301.064
522977,8418060,299.094
522987,8418060,298.412
522997,8418060,299.292
523007,8418060,300.82
523017,8418060,303.004
523027,8418060,305.805
523037,8418060,308.903
523047,8418060,312.031
523057,8418060,315.103
523067,8418060,318.095
523077,8418060,320.883
523087,8418060,323.196
523097,8418060,324.664
523107,8418060,325.253
523117,8418060,324.728
523127,8418060,323.5
523137,8418060,321.683
523147,8418060,319.18
523157,8418060,316.568
523167,8418060,314.251
523177,8418060,312.008
523187,8418060,310.076
523197,8418060,308.586
523207,8418060,307.441
523217,8418060,306.492
523227,8418060,306.109
523237,8418060,305.873
522458,8418050,382.676
522468,8418050,382.742
522478,8418050,382.746
522488,8418050,382.695
522498,8418050,382.52
522508,8418050,382.18
522518,8418050,381.665
522528,8418050,381.049
522538,8418050,380.156
522548,8418050,379.123
522558,8418050,378.219
522568,8418050,377.379
522578,8418050,376.655
522588,8418050,375.813
522598,8418050,374.828
522608,8418050,373.742
522617,8418050,372.245
522627,8418050,369.954
522637,8418050,367.32
522647,8418050,364.501
522657,8418050,361.406
522667,8418050,358.636
522677,8418050,356.472
522687,8418050,355.961
522697,8418050,356.213
522707,8418050,356.242
522717,8418050,356.121
522727,8418050,355.743
522737,8418050,354.617
522747,8418050,352.857
522757,8418050,350.422
522767,8418050,347.245
522777,8418050,343.109
522787,8418050,338.604
522797,8418050,334.165
522807,8418050,329.984
522817,8418050,326.175
522827,8418050,322.867
522837,8418050,320.078
522847,8418050,317.893
522857,8418050,316.211
522867,8418050,315.087
522877,8418050,314.406
522887,8418050,314.351
522897,8418050,315.103
522907,8418050,316.242
522917,8418050,316.948
522927,8418050,316.344
522937,8418050,314.856
522947,8418050,312.93
522957,8418050,309.633
522967,8418050,306.26
522977,8418050,304.063
522987,8418050,303.073
522997,8418050,303.675
523007,8418050,304.875
523017,8418050,306.657
523027,8418050,309.008
523037,8418050,311.723
523047,8418050,314.68
523057,8418050,317.671
523067,8418050,320.603
523077,8418050,323.398
523087,8418050,325.678
523097,8418050,327.141
523107,8418050,327.608
523117,8418050,326.958
523127,8418050,325.68
523137,8418050,323.687
523147,8418050,321.141
523157,8418050,318.469
523167,8418050,316.339
523177,8418050,314.414
523187,8418050,312.812
523197,8418050,311.836
523207,8418050,311.183
523217,8418050,310.655
523227,8418050,310.422
523237,8418050,310.229
522458,8418040,383.148
522468,8418040,383.188
522478,8418040,383.172
522488,8418040,383.102
522498,8418040,382.953
522508,8418040,382.695
522518,8418040,382.32
522528,8418040,381.852
522538,8418040,381.234
522548,8418040,380.523
522558,8418040,379.852
522568,8418040,379.25
522578,8418040,378.688
522588,8418040,378.055
522598,8418040,377.32
522607,8418040,376.43
522617,8418040,375.156
522627,8418040,373.273
522637,8418040,371.008
522647,8418040,368.477
522657,8418040,365.719
522667,8418040,363.203
522677,8418040,361.453
522687,8418040,361.016
522697,8418040,361.281
522707,8418040,361.5
522717,8418040,361.43
522727,8418040,360.969
522737,8418040,359.898
522747,8418040,358.164
522757,8418040,355.781
522767,8418040,352.594
522777,8418040,348.563
522787,8418040,344.078
522797,8418040,339.688
522807,8418040,335.648
522817,8418040,332.023
522827,8418040,328.961
522837,8418040,326.445
522847,8418040,324.539
522857,8418040,323.078
522867,8418040,322
522877,8418040,321.344
522887,8418040,321.25
522897,8418040,321.852
522907,8418040,322.758
522917,8418040,323.195
522927,8418040,322.563
522937,8418040,320.992
522947,8418040,318.688
522957,8418040,315.383
522967,8418040,311.984
522977,8418040,309.555
522987,8418040,308.383
522997,8418040,308.57
523007,8418040,309.5
523017,8418040,310.922
523027,8418040,312.82
523037,8418040,315.125
523047,8418040,317.813
523057,8418040,320.648
523067,8418040,323.461
523077,8418040,326.148
523087,8418040,328.344
523097,8418040,329.734
523107,8418040,330.117
523117,8418040,329.453
523127,8418040,328.07
523137,8418040,326.023
523147,8418040,323.5
523157,8418040,320.969
523167,8418040,318.914
523177,8418039,317.234
523187,8418039,315.984
523197,8418039,315.305
523207,8418039,314.961
523217,8418039,314.742
523227,8418039,314.563
523237,8418039,314.305
522458,8418030,383.548
522468,8418030,383.555
522478,8418030,383.508
522488,8418030,383.445
522498,8418030,383.32
522508,8418030,383.117
522518,8418030,382.846
522528,8418030,382.524
522538,8418030,382.07
522548,8418030,381.585
522558,8418030,381.109
522568,8418030,380.69
522578,8418030,380.292
522588,8418030,379.805
522597,8418030,379.248
522607,8418030,378.602
522617,8418030,377.646
522627,8418030,376.049
522637,8418030,374.18
522647,8418030,372.1
522657,8418030,369.75
522667,8418030,367.562
522677,8418030,365.941
522687,8418030,365.852
