DateTime,Aasu_RNF_in,Poloa_RNF_in,Vaipito_RNF_in
285.00,0,0,0.01
286.00,0,0,0
287.00,0,0,0
288.00,0,0,0
289.00,0,0,0
290.00,0,0,0
291.00,0.01,0,0
292.00,0,0,0
293.00,0,0,0
294.00,0,0,0
295.00,0,0,0
296.00,0,0,0
297.00,0,0,0
298.00,0,0,0.01
299.00,0,0,0
300.00,0,0,0
301.00,0,0,0
302.00,0,0,0
303.00,0,0,0
304.00,0,0,0.05
305.00,0,0,0
306.00,0,0,0
307.00,0,0,0
308.00,0,0,0
309.00,0,0,0
310.00,0,0,0
311.00,0,0,0
312.00,0,0,0
313.00,0,0,0
314.00,0,0,0
315.00,0,0,0
316.00,0.01,0,0
317.00,0,0,0
318.00,0,0,0
319.00,0,0,0
320.00,0,0,0
321.00,0,0,0
322.00,0,0,0
323.00,0,0,0
324.00,0,0,0
325.00,0,0,0
326.00,0,0,0
327.00,0,0,0
328.00,0,0,0
329.00,0,0,0
330.00,0,0,0.01
331.00,0,0,0
332.00,0,0,0
333.00,0,0,0
334.00,0,0,0
335.00,0,0,0
336.00,0,0,0
337.00,0,0,0
338.00,0,0,0
339.00,0,0,0
340.00,0,0,0
341.00,0,0,0
342.00,0,0,0
343.00,0,0,0
344.00,0,0,0
345.00,0,0,0
346.00,0,0,0
347.00,0.02,0,0
348.00,0,0.05,0
349.00,0,0.01,0
350.00,0,0,0.03
351.00,0,0.03,0
352.00,0,0,0
353.00,0,0,0
354.00,0,0.01,0
355.00,0,0,0
356.00,0,0,0
357.00,0,0,0
358.00,0.01,0,0
359.00,0,0,0
360.00,0,0,0
361.00,0,0,0
362.00,0,0,0
363.00,0.01,0,0
364.00,0,0,0
365.00,0,0,0
366.00,0,0,0
367.00,0,0,0
368.00,0,0,0
369.00,0,0,0
370.00,0,0,0
371.00,0,0,0
372.00,0,0,0.01
373.00,0,0,0.01
374.00,0,0,0
375.00,0,0,0
376.00,0,0,0
377.00,0,0,0
378.00,0,0,0
379.00,0.01,0,0
380.00,0.01,0,0
381.00,0,0,0
382.00,0.02,0,0
383.00,0,0,0
384.00,0.01,0,0
385.00,0,0,0
386.00,0,0,0
387.00,0,0,0
388.00,0,0,0
389.00,0,0,0
390.00,0,0,0
391.00,0.01,0,0
392.00,0,0,0
393.00,0,0,0
394.00,0,0,0
395.00,0,0,0
396.00,0,0,0.01
397.00,0,0,0
398.00,0,0,0
399.00,0,0,0
400.00,0,0,0
401.00,0,0,0.04
402.00,0,0,0.02
403.00,0,0,0
404.00,0,0,0.02
405.00,0,0,0.01
406.00,0,0,0.01
407.00,0.03,0,0.01
408.00,0,0,0
409.00,0,0,0
410.00,0.01,0,0
411.00,0,0.01,0.01
412.00,0,0.01,0
413.00,0,0,0
414.00,0,0,0.01
415.00,0,0,0.05
416.00,0,0,0.01
417.00,0,0,0.04
418.00,0,0,0.13
419.00,0.1,0,0.07
420.00,0,0.11,0.14
421.00,0.01,0,0.02
422.00,0.01,0,0.1
423.00,0.05,0,0
424.00,0,0.05,0.01
425.00,0,0,0
426.00,0,0,0
427.00,0,0,0
428.00,0,0,0
429.00,0,0,0.1
430.00,0.06,0,0.03
431.00,0.01,0,0.01
432.00,0,0,0
433.00,0,0.01,0
434.00,0,0,0
435.00,0,0,0.01
436.00,0,0,0.01
437.00,0.01,0,0
438.00,0,0,0
439.00,0,0.09,0
440.00,0,0,0
441.00,0.02,0,0
442.00,0.01,0.02,0
443.00,0.01,0.01,0
444.00,0,0.01,0
445.00,0,0,0
446.00,0,0,0
447.00,0,0,0
448.00,0.01,0,0.01
449.00,0,0.06,0
450.00,0.03,0.02,0
451.00,0,0.02,0
452.00,0,0,0
453.00,0,0,0
454.00,0,0,0
455.00,0,0,0
456.00,0.03,0,0.01
457.00,0.01,0,0
458.00,0,0,0
459.00,0,0.02,0
460.00,0,0,0
461.00,0.01,0,0
462.00,0,0,0
463.00,0,0,0.01
464.00,0,0,0.03
465.00,0,0.01,0.04
466.00,0.07,0,0
467.00,0,0.01,0
468.00,0,0,0
469.00,0,0,0
470.00,0,0,0.04
471.00,0.05,0.01,0
472.00,0,0.01,0
473.00,0,0,0
474.00,0,0,0
475.00,0,0,0.06
476.00,0.01,0,0
477.00,0,0,0.01
478.00,0,0.04,0
479.00,0,0,0
480.00,0,0,0
481.00,0,0,0
482.00,0.01,0,0
483.00,0.03,0,0
484.00,0.03,0,0
485.00,0,0,0
486.00,0,0,0
487.00,0.01,0,0.02
488.00,0.04,0,0
489.00,0.01,0,0
490.00,0,0,0
491.00,0.03,0.02,0.01
492.00,0.01,0.02,0
493.00,0,0,0
494.00,0,0,0
495.00,0,0,0
496.00,0.1,0,0
497.00,0.01,0.02,0
498.00,0.02,0,0
499.00,0.04,0,0
500.00,0.01,0.03,0.01
501.00,0,0,0.01
502.00,0,0.02,0
503.00,0,0,0
504.00,0,0,0.01
505.00,0.01,0,0
506.00,0.05,0,0
507.00,0,0.03,0.02
508.00,0.03,0,0.04
509.00,0.03,0.02,0.01
510.00,0,0.02,0
511.00,0.01,0.02,0
512.00,0,0,0
513.00,0,0,0.02
514.00,0,0,0
515.00,0,0,0
516.00,0,0,0
517.00,0,0.09,0
518.00,0,0,0
519.00,0,0,0
520.00,0,0,0
521.00,0,0,0
522.00,0,0,0
523.00,0,0,0
524.00,0,0,0.01
525.00,0.03,0,0
526.00,0,0.06,0
527.00,0,0,0
528.00,0,0,0
529.00,0,0,0
530.00,0,0,0
531.00,0,0,0
532.00,0,0.01,0
533.00,0,0,0
534.00,0,0,0.01
535.00,0,0,0
536.00,0.07,0,0
537.00,0.01,0.04,0
538.00,0,0,0
539.00,0,0,0.01
540.00,0.01,0.01,0
541.00,0.04,0.01,0
542.00,0,0.01,0
543.00,0,0,0
544.00,0,0,0
545.00,0.01,0,0
546.00,0,0,0.02
547.00,0,0,0
548.00,0,0,0
549.00,0,0,0
550.00,0.01,0,0
551.00,0,0.01,0
552.00,0,0,0
553.00,0,0,0.01
554.00,0.05,0,0
555.00,0,0,0
556.00,0,0,0
557.00,0.01,0,0
558.00,0,0,0
559.00,0,0,0
560.00,0,0,0
561.00,0,0,0
562.00,0,0,0
563.00,0,0,0
564.00,0,0,0
565.00,0,0,0
566.00,0,0,0
567.00,0,0,0
568.00,0,0,0
569.00,0,0,0
570.00,0,0,0
571.00,0,0,0
572.00,0,0,0.04
573.00,0.04,0,0.02
574.00,0.01,0,0
575.00,0,0,0
576.00,0,0,0
577.00,0,0,0
578.00,0,0,0
579.00,0,0,0
580.00,0,0,0
581.00,0,0,0
582.00,0,0,0
583.00,0,0,0
584.00,0,0,0
585.00,0,0,0
586.00,0,0,0
587.00,0,0,0
588.00,0,0,0
589.00,0,0,0
590.00,0,0,0
591.00,0,0,0
592.00,0,0,0
593.00,0,0,0
594.00,0,0,0
595.00,0,0,0
596.00,0,0,0
597.00,0,0,0
598.00,0,0,0
599.00,0,0,0
600.00,0,0,0
601.00,0,0,0
602.00,0,0,0
603.00,0,0,0
604.00,0,0,0
605.00,0,0,0
606.00,0,0,0
607.00,0,0,0
608.00,0,0,0
609.00,0,0,0
610.00,0,0,0
611.00,0,0,0
612.00,0,0,0.03
613.00,0,0,0
614.00,0,0,0
615.00,0,0,0
616.00,0,0,0
617.00,0,0,0
618.00,0,0,0
619.00,0,0,0
620.00,0,0,0
621.00,0,0,0
622.00,0,0,0
623.00,0,0,0
624.00,0,0,0
625.00,0,0,0
626.00,0,0,0
627.00,0,0,0
628.00,0,0.01,0
629.00,0,0,0
630.00,0,0,0
631.00,0,0,0
632.00,0,0,0
633.00,0,0,0
634.00,0,0,0
635.00,0,0,0
636.00,0,0,0
637.00,0,0,0
638.00,0,0,0
639.00,0,0,0
640.00,0,0,0
641.00,0,0,0
642.00,0,0,0
643.00,0,0,0
644.00,0,0,0
645.00,0,0,0
646.00,0,0,0
647.00,0,0,0
648.00,0,0,0
649.00,0,0,0
650.00,0,0,0
651.00,0,0,0
652.00,0,0,0
653.00,0,0,0
654.00,0,0,0
655.00,0,0,0
656.00,0,0,0
657.00,0,0,0
658.00,0,0,0
659.00,0,0,0
660.00,0,0,0
661.00,0,0,0
662.00,0,0,0
663.00,0,0,0
664.00,0,0,0
665.00,0,0,0
666.00,0,0,0
667.00,0,0,0
668.00,0,0,0
669.00,0,0,0
670.00,0,0,0
671.00,0,0,0
672.00,0,0,0
673.00,0,0,0
674.00,0,0,0
675.00,0,0,0
676.00,0,0,0
677.00,0,0,0
678.00,0,0,0
679.00,0,0,0
680.00,0,0,0
681.00,0,0,0
682.00,0,0,0
683.00,0,0,0
684.00,0,0,0
685.00,0,0,0
686.00,0,0,0
687.00,0,0,0
688.00,0,0,0
689.00,0,0,0
690.00,0,0,0
691.00,0,0,0
692.00,0,0,0
693.00,0,0,0
694.00,0,0,0
695.00,0,0,0
696.00,0,0,0
697.00,0,0,0
698.00,0,0,0
699.00,0,0,0
700.00,0,0,0
701.00,0,0,0
702.00,0,0,0
703.00,0,0,0
704.00,0,0,0
705.00,0,0,0
706.00,0,0,0
707.00,0,0,0
708.00,0,0,0
709.00,0,0,0
710.00,0,0,0
711.00,0,0,0
712.00,0,0,0
713.00,0,0,0
714.00,0,0,0
715.00,0,0,0
716.00,0,0,0
717.00,0,0,0
718.00,0,0,0
719.00,0,0,0
720.00,0,0,0
721.00,0,0,0
722.00,0,0,0
723.00,0,0,0
724.00,0,0,0
725.00,0,0,0
726.00,0,0,0
727.00,0,0,0
728.00,0,0,0
729.00,0,0,0
730.00,0,0,0
731.00,0,0,0
732.00,0,0,0
733.00,0,0,0
734.00,0,0,0
735.00,0,0,0
736.00,0,0,0
737.00,0,0,0
738.00,0,0,0
739.00,0,0,0
740.00,0,0,0
741.00,0,0,0
742.00,0,0,0
743.00,0,0,0
744.00,0,0,0
745.00,0,0,0
746.00,0,0,0
747.00,0,0,0
748.00,0,0,0
749.00,0,0,0
750.00,0,0,0
751.00,0,0,0
752.00,0,0,0
753.00,0,0,0
754.00,0,0,0
755.00,0,0,0
756.00,0,0,0
757.00,0,0,0
758.00,0,0,0
759.00,0,0,0
760.00,0,0,0
761.00,0,0,0
762.00,0,0,0
763.00,0,0,0
764.00,0,0,0
765.00,0,0,0
766.00,0,0,0
767.00,0,0,0
768.00,0,0,0
769.00,0,0,0
770.00,0,0.01,0
771.00,0,0,0
772.00,0,0,0
773.00,0,0,0
774.00,0,0,0
775.00,0,0,0
776.00,0,0,0
777.00,0,0,0
778.00,0,0,0
779.00,0,0,0
780.00,0,0,0
781.00,0,0,0
782.00,0,0,0
783.00,0,0,0
784.00,0,0,0
785.00,0,0,0
786.00,0,0,0
787.00,0,0,0
788.00,0,0,0
789.00,0,0,0
790.00,0,0,0
791.00,0,0,0
792.00,0,0,0
793.00,0,0,0
794.00,0,0,0
795.00,0,0,0
796.00,0,0,0
797.00,0,0,0
798.00,0,0,0
799.00,0,0,0
800.00,0,0,0
801.00,0,0,0
802.00,0,0,0
803.00,0,0,0
804.00,0,0,0
805.00,0,0,0
806.00,0,0,0
807.00,0,0,0
808.00,0,0,0
809.00,0,0,0
810.00,0,0,0
811.00,0,0,0
812.00,0,0,0
813.00,0,0,0
814.00,0,0,0
815.00,0,0,0
816.00,0,0,0
817.00,0,0,0
818.00,0,0,0
819.00,0,0,0
820.00,0,0,0
821.00,0,0,0
822.00,0,0,0
823.00,0,0,0
824.00,0,0,0
825.00,0,0,0
826.00,0,0,0
827.00,0,0,0
828.00,0,0,0
829.00,0,0,0
830.00,0,0,0
831.00,0,0,0
832.00,0,0,0
833.00,0,0,0
834.00,0,0,0
835.00,0,0,0
836.00,0,0,0
837.00,0,0,0
838.00,0,0,0
839.00,0,0,0
840.00,0,0,0
841.00,0,0,0
842.00,0,0,0
843.00,0,0,0
844.00,0.01,0,0
845.00,0,0,0
846.00,0,0,0
847.00,0,0,0
848.00,0,0,0
849.00,0,0,0
850.00,0,0,0
851.00,0,0,0
852.00,0,0,0
853.00,0,0,0
854.00,0,0,0
855.00,0,0,0
856.00,0,0,0
857.00,0,0,0
858.00,0,0,0
859.00,0.01,0,0
860.00,0,0,0
861.00,0,0,0
862.00,0,0,0
863.00,0,0,0
864.00,0,0,0
865.00,0,0,0
866.00,0,0,0
867.00,0.01,0,0
868.00,0,0,0
869.00,0,0,0
870.00,0.01,0,0
871.00,0.02,0,0
872.00,0.02,0.01,0
873.00,0.03,0.01,0.03
874.00,0.03,0,0.02
875.00,0.02,0,0.03
876.00,0.02,0.01,0.01
877.00,0.01,0.01,0.01
878.00,0.02,0,0.01
879.00,0.03,0.01,0.04
880.00,0.12,0,0.04
881.00,0.05,0.01,0.07
882.00,0.06,0,0.03
883.00,0.07,0.01,0.01
884.00,0.02,0,0
885.00,0,0,0
886.00,0.01,0,0
887.00,0,0,0.01
888.00,0,0,0
889.00,0,0,0
890.00,0,0,0
891.00,0,0.01,0
892.00,0,0,0.01
893.00,0,0,0
894.00,0,0.01,0
895.00,0.01,0,0.03
896.00,0.05,0,0
897.00,0.01,0,0
898.00,0,0.01,0
899.00,0,0,0
900.00,0,0,0
901.00,0,0,0
902.00,0,0,0
903.00,0,0,0
904.00,0,0,0
905.00,0,0.01,0
906.00,0.03,0,0
907.00,0.01,0,0
908.00,0,0,0
909.00,0,0,0
910.00,0,0,0
911.00,0,0,0
912.00,0,0,0
913.00,0,0,0.02
914.00,0.01,0.01,0
915.00,0.01,0,0
916.00,0.01,0.01,0.02
917.00,0.06,0,0.03
918.00,0.01,0.01,0.01
919.00,0.01,0.02,0
920.00,0.06,0,0
921.00,0,0,0
922.00,0,0,0
923.00,0.01,0,0.01
924.00,0.02,0.03,0
925.00,0.01,0,0
926.00,0.01,0.01,0
927.00,0.01,0,0.01
928.00,0,0,0
929.00,0,0.01,0
930.00,0.03,0,0.01
931.00,0,0.02,0
932.00,0,0,0
933.00,0.01,0,0
934.00,0,0,0
935.00,0,0,0
936.00,0,0,0
937.00,0,0,0.01
938.00,0.01,0.01,0.02
939.00,0.02,0.02,0
940.00,0,0,0
941.00,0,0,0
942.00,0.01,0,0
943.00,0,0,0.03
944.00,0.04,0,0
945.00,0.03,0.02,0
946.00,0,0,0
947.00,0,0,0.11
948.00,0.02,0,0.03
949.00,0.04,0.01,0
950.00,0.01,0.01,0
951.00,0.01,0,0.02
952.00,0,0,0
953.00,0.01,0,0
954.00,0.01,0,0
955.00,0,0,0
956.00,0,0,0
957.00,0,0,0
958.00,0,0,0
959.00,0.01,0,0
960.00,0.01,0,0
961.00,0.01,0.01,0
962.00,0,0,0
963.00,0,0,0
964.00,0,0,0
965.00,0,0,0
966.00,0.02,0,0
967.00,0,0.01,0
968.00,0,0,0
969.00,0,0,0.05
970.00,0.03,0,0
971.00,0,0,0
972.00,0.01,0,0
973.00,0,0.01,0
974.00,0,0,0
975.00,0,0,0
976.00,0,0,0.01
977.00,0,0,0
978.00,0.01,0,0
979.00,0,0,0
980.00,0,0,0
981.00,0,0,0
982.00,0,0,0
983.00,0,0,0
984.00,0,0,0
985.00,0,0,0
986.00,0,0,0
987.00,0,0,0
988.00,0,0,0
989.00,0,0,0
990.00,0,0.01,0
991.00,0,0,0
992.00,0,0,0
993.00,0,0,0.05
994.00,0,0,0
995.00,0,0,0
996.00,0,0,0
997.00,0,0,0
998.00,0,0,0
999.00,0.01,0,0
1000.00,0,0,0
1001.00,0,0.01,0
1002.00,0,0,0
1003.00,0,0,0
1004.00,0,0,0
1005.00,0.03,0,0
1006.00,0.05,0.02,0.01
1007.00,0.02,0.01,0
1008.00,0.02,0,0
1009.00,0.01,0,0
1010.00,0,0.01,0
1011.00,0.01,0,0
1012.00,0.01,0,0
1013.00,0,0,0
1014.00,0,0,0
1015.00,0,0,0
1016.00,0,0,0
1017.00,0,0,0
1018.00,0,0,0
1019.00,0,0,0
1020.00,0,0,0
1021.00,0,0,0
1022.00,0,0,0
1023.00,0,0,0
1024.00,0,0,0
1025.00,0,0,0
1026.00,0,0,0
1027.00,0,0,0
1028.00,0,0,0
1029.00,0,0,0
1030.00,0,0,0
1031.00,0,0.01,0
1032.00,0,0,0
1033.00,0.02,0.02,0.01
1034.00,0.01,0.01,0.01
1035.00,0,0,0.01
1036.00,0,0,0
1037.00,0.01,0,0
1038.00,0,0,0
1039.00,0,0,0
1040.00,0,0,0
1041.00,0,0,0
1042.00,0,0,0.01
1043.00,0,0,0
1044.00,0,0,0
1045.00,0,0,0
1046.00,0,0,0
1047.00,0,0,0
1048.00,0,0,0
1049.00,0,0,0
1050.00,0,0,0
1051.00,0,0,0
1052.00,0,0,0
1053.00,0,0,0
1054.00,0,0,0
1055.00,0,0,0
1056.00,0,0,0
1057.00,0,0,0
1058.00,0,0,0
1059.00,0,0,0
1060.00,0,0,0
1061.00,0,0,0
1062.00,0,0,0
1063.00,0,0,0
1064.00,0,0,0
1065.00,0,0,0
1066.00,0,0,0
1067.00,0,0,0
1068.00,0,0,0
1069.00,0,0,0
1070.00,0,0,0
1071.00,0,0,0
1072.00,0,0,0
1073.00,0,0,0
1074.00,0,0,0
1075.00,0,0,0
1076.00,0,0,0
1077.00,0,0,0
1078.00,0,0,0.01
1079.00,0,0,0.07
1080.00,0.03,0,0.09
1081.00,0.11,0.01,0.1
1082.00,0.13,0.02,0
1083.00,0.13,0.07,0.11
1084.00,0.11,0.03,0.07
1085.00,0.03,0.31,0
1086.00,0.02,0.01,0.01
1087.00,0.02,0.03,0
1088.00,0.06,0.03,0.02
1089.00,0.14,0.05,0.05
1090.00,0.15,0.07,0.14
1091.00,0.1,0.16,0.12
1092.00,0.23,0.08,0.23
1093.00,0.29,0.1,0.17
1094.00,0.21,0.13,0.01
1095.00,0.17,0.13,0.03
1096.00,0.34,0.08,0.11
1097.00,0.29,0.09,0.07
1098.00,0.11,0.06,0.17
1099.00,0.16,0.06,0.01
1100.00,0.06,0.02,0.02
1101.00,0.03,0.02,0.02
1102.00,0.05,0.01,0
1103.00,0.03,0.03,0
1104.00,0,0.03,0
1105.00,0.01,0.01,0.01
1106.00,0.05,0.01,0.01
1107.00,0.07,0.02,0.02
1108.00,0.02,0.02,0
1109.00,0.02,0,0.02
1110.00,0.04,0.01,0
1111.00,0,0,0.01
1112.00,0,0,0
1113.00,0,0,0
1114.00,0,0,0
1115.00,0,0,0
1116.00,0,0,0.01
1117.00,0,0,0.02
1118.00,0.02,0,0
1119.00,0,0.01,0.02
1120.00,0.01,0,0.05
1121.00,0.06,0,0
1122.00,0.06,0.02,0.05
1123.00,0.08,0.02,0.05
1124.00,0.07,0.01,0.01
1125.00,0.03,0.03,0
1126.00,0.02,0.03,0
1127.00,0.04,0.02,0
1128.00,0.08,0.02,0
1129.00,0.04,0.01,0.04
1130.00,0.06,0.01,0.02
1131.00,0.08,0.01,0.04
1132.00,0.12,0,0.03
1133.00,0.06,0.03,0.1
1134.00,0.07,0.02,0.04
1135.00,0.09,0.02,0.1
1136.00,0.04,0.01,0.07
1137.00,0.01,0,0.02
1138.00,0,0,0
1139.00,0.01,0,0
1140.00,0,0,0
1141.00,0,0,0
1142.00,0,0,0
1143.00,0,0,0
1144.00,0,0,0
1145.00,0,0,0
1146.00,0,0,0
1147.00,0.01,0,0.03
1148.00,0.01,0.01,0.05
1149.00,0,0,0.01
1150.00,0,0.03,0
1151.00,0.1,0.04,0
1152.00,0.11,0.01,0
1153.00,0.09,0.01,0.01
1154.00,0.02,0.01,0
1155.00,0,0,0
1156.00,0,0,0
1157.00,0.01,0,0.01
1158.00,0.01,0.01,0.03
1159.00,0.01,0,0.01
1160.00,0.01,0,0
1161.00,0.01,0,0
1162.00,0.01,0,0
1163.00,0,0,0
1164.00,0,0,0
1165.00,0,0,0.01
1166.00,0,0,0
1167.00,0.02,0,0
1168.00,0,0,0
1169.00,0,0,0
1170.00,0,0,0
1171.00,0,0,0
1172.00,0,0,0
1173.00,0,0,0.01
1174.00,0,0,0
1175.00,0,0,0
1176.00,0,0,0
1177.00,0,0,0
1178.00,0,0,0
1179.00,0,0,0
1180.00,0,0,0
1181.00,0,0,0
1182.00,0,0,0
1183.00,0,0,0
1184.00,0,0,0
1185.00,0,0,0
1186.00,0,0,0
1187.00,0,0,0
1188.00,0,0,0
1189.00,0,0,0
1190.00,0,0,0
1191.00,0,0,0
1192.00,0,0,0
1193.00,0,0,0
1194.00,0,0,0
1195.00,0,0,0
1196.00,0,0,0
1197.00,0,0,0
1198.00,0,0,0
1199.00,0,0,0
1200.00,0,0,0
1201.00,0,0,0
1202.00,0,0,0
1203.00,0,0,0
1204.00,0,0,0
1205.00,0,0.01,0
1206.00,0,0,0
1207.00,0,0,0
1208.00,0,0,0
1209.00,0,0,0
1210.00,0,0,0
1211.00,0,0,0
1212.00,0,0,0
1213.00,0,0,0
1214.00,0,0,0
1215.00,0,0,0
1216.00,0,0,0
1217.00,0,0,0
1218.00,0,0,0
1219.00,0,0,0
1220.00,0,0,0
1221.00,0,0,0
1222.00,0,0,0
1223.00,0,0,0
1224.00,0,0,0
1225.00,0,0,0
1226.00,0,0,0
1227.00,0,0,0
1228.00,0,0,0
1229.00,0,0,0
1230.00,0,0,0
1231.00,0,0,0
1232.00,0,0,0
1233.00,0,0,0
1234.00,0,0,0
1235.00,0,0,0
1236.00,0,0,0
1237.00,0,0,0
1238.00,0,0,0
1239.00,0,0,0
1240.00,0,0,0
1241.00,0,0,0
1242.00,0,0,0
1243.00,0,0,0
1244.00,0,0,0
1245.00,0,0,0
1246.00,0,0,0
1247.00,0,0,0
1248.00,0,0,0
1249.00,0,0,0
1250.00,0,0,0
1251.00,0,0,0
1252.00,0,0,0
1253.00,0,0,0
1254.00,0,0,0
1255.00,0,0,0
1256.00,0,0,0
1257.00,0,0,0
1258.00,0,0,0
1259.00,0,0,0
1260.00,0,0,0
1261.00,0,0,0
